青草町,,,松ケ枝マツガエ
,〜,,菊川町
,23,,
,24,,南小立野
城南２丁目,1,,
,〜,,菊川町
,42,,
,43,,南小立野
,44,,南小立野
城力町,,,駒帰コマガエリ
神宮寺町,,,小坂
神宮寺1丁目,,,森山町
神宮寺2丁目,,,小坂
神宮寺3丁目,,,小坂
末町,,,犀川
末広町,,,材木町
菅池町,,,駒帰コマガエリ
杉浦町,,,新竪町
須崎町,,,浅野川
折違町,,,長田町
鈴見町,,,材木町
鈴見台1丁目,,,材木町
鈴見台2丁目,,,材木町
鈴見台3丁目,,,材木町
鈴見台4丁目,,,材木町
鈴見台5丁目,,,材木町
砂子坂町,,,医王山
住吉町,,,内川
西都セイト１丁目チョウメ,,,戸   板
西都セイト２丁目チョウメ,,,戸   板
千木町,,,千坂
千木1丁目,,,千坂
瀬領町,,,駒帰コマガエリ
専光寺町,,,緑
千田町,,,千坂
千日町,,,中村町
千杉町,,,朝日
田井町,,,味噌蔵町
太陽が丘1丁目,,,東浅川
太陽が丘2丁目,,248〜252,東浅川
,,別記以外,田上
太陽が丘3丁目,,,田上
平町,,,犀川
高池町,,,東浅川
高尾町,,,伏見台
高尾台1丁目,,,伏見台
高尾台2丁目,,,伏見台
高尾台3丁目,,,伏見台
高尾台4丁目,,,扇台
高尾１丁目,,,伏見台
高尾２丁目,,,伏見台
高尾３丁目,,,伏見台
高岡町,1,,
,〜,,松ケ枝マツガエ
,18,,
,19,,長町ナガマチ
,20,,
,〜,,松ケ枝マツガエ
,23,,
高尾南1丁目,,,扇台
高尾南2丁目,,,扇台
高尾南3丁目,,,扇台
高坂町,,,三谷
高畠１丁目,,,米丸
高畠２丁目,,,米丸
高畠３丁目,,,米丸
高柳町,,別記以外,浅野町
,,ソ、12の、13の,小坂
宝町,,別記以外,小立野
,7,17〜33,味噌蔵町
田上町,,,田上
田上１丁目,,,田上
田上２丁目,,,田上
田上新町,,,田上
田上本町,,,田上
滝下町,,,上平ウワダイラ
竹又町,,,竹又タケマタ
忠縄町,,,森本
辰巳町,,,犀川
竪町,,別記以外,新竪町
,,42〜82,長町ナガマチ
舘タチ町マチ,,,南小立野
館山町,,,南小立野
田中町,,,浅野町
田島町,,,医王山
玉井町,,,芳斉ホウサイ
玉川町,1,,長町ナガマチ
,2,,松ケ枝マツガエ
,3,,長町ナガマチ
,4,,長土塀ナガドヘイ
,5,,
,〜,,芳斉ホウサイ
,17,,
玉鉾町,,甲、ニ,米丸
,,《都市計画道,
,,路疋田･御経,
,,塚線以西》,
,,イ,新神田
,,《都市計画道,
,,路疋田･御経,
,,塚線以東ヒガシ》,
玉鉾１丁目,,,新神田
玉鉾２丁目,,,米丸
玉鉾３丁目,,,米丸
玉鉾４丁目,,,米丸
玉鉾５丁目,,,米丸
俵原町,,,朝日
俵町,,,俵
大工町,,,長町ナガマチ
平等本町,,,東浅川
大和町,1,,長土塀ナガドヘイ
,2,,長土塀ナガドヘイ
,3,1〜24,長土塀ナガドヘイ
,,25〜35,長田町
,,36〜40,長土塀ナガドヘイ
,4,,長土塀ナガドヘイ
,5,,長土塀ナガドヘイ
近岡町,,,鞍月
茅原町,,,東浅川
中央通町,1,,
,〜,,長町ナガマチ
,10,,
,11,1〜26,長町ナガマチ
,,27〜39,長土塀ナガドヘイ
,,40〜54,長町ナガマチ
,12,,
,〜,,長町ナガマチ
,15,,
,16,,長土塀ナガドヘイ
,17,1,長町ナガマチ
,,2〜30,長土塀ナガドヘイ
,18,1、 2,長町ナガマチ
,,3〜21,長土塀ナガドヘイ
,,22、23,長町ナガマチ
,19,,
,〜,,長土塀ナガドヘイ
,22,,
銚子町,,,東浅川
塚崎町,,,森本
月浦町,,,不動寺
月影町,,,花園
土子原町,,,土子原ツチコハラ
土清水町,,,南小立野
土清水1丁目,,,南小立野
土清水2丁目,,,南小立野
土清水3丁目,,,南小立野
つつじが丘,,,十一屋
鞁筒町,,,朝日
坪野町,,,坪野ツボノ
釣部町,,,夕日寺
寺地町,,ニ,三馬
寺地１丁目,,,富樫
寺地２丁目,,,富樫
寺津町,,,駒帰コマガエリ
寺町１丁目,,,泉野
寺町２丁目,,,泉野
寺町３丁目,,,泉野
寺町４丁目,1,1〜19,野町
,,20〜36,泉野
,,37〜46,野町
,2,,
,〜,,泉野
,10,,
,11,1,泉野
,,2,野町
,,3〜 9,泉野
,,10〜25,野町
,12,1〜11,泉野
,,12〜25,野町
,,26〜32,泉野
,13,,
,〜,,泉野
,17,,
,18,,弥生
,19,1〜13,野町
,,14〜19,弥生
,,20〜33,野町
寺町５丁目,1,,野町
,2,1〜 5,泉野
,,6〜86,野町
,,87〜90,泉野
,3,,
,〜,,野町
,12,,
天神町1丁目,,,味噌蔵町
天神町2丁目,,,味噌蔵町
出羽町,1,,
,〜,,新竪町
,3,,
,4,,小立野
伝燈トウ寺町,,,夕日寺
問屋町1丁目,,,諸江町
問屋町2丁目,,,諸江町
問屋町3丁目,,,諸江町
東力町,,,米丸
東力１丁目,,,米丸
東力２丁目,,,米丸
東力３丁目,,,米丸
東力４丁目,,,米丸
藤六町,,,東浅川
堂町,,,内川
富樫１丁目,1,,弥生
,2,,
,〜,,富樫
,11,,
富樫２丁目,,,富樫
富樫３丁目,,,富樫
常盤町,,,材木町
利屋町,,,花園
栃尾町,,,湯涌
飛梅町,,,小立野
戸水町,,,鞍月
戸水トミズ１丁目チョウメ,,,鞍月
戸水トミズ２丁目チョウメ,,,鞍月
戸室新保,,,俵
戸室別所,,,俵
豊穂町,,,安原ヤスハラ
直江町,,,鞍月
直江北1丁目,,,鞍月
直江野町,,,牧山マキヤマ
中尾町,,,上平ウワダイラ
中川除町,,,新竪町
中戸町,,,犀川
中橋町,,,長田町
中村町,,,中村町
中屋町,,別記以外,安原
,,東498〜601,三和
,,西826〜837,三和
,,西874〜884,三和
中ナカ屋ヤ１丁目チョウメ,,,安原
中ナカ屋ヤ２丁目チョウメ,,,安原
中ナカ屋ヤ南ミナミ,,,三和
中山町,,,俵
長坂町,,,長坂台
長坂１丁目,,,長坂台
長坂２丁目,,,長坂台
長坂３丁目,,,長坂台
長坂台,,,長坂台
長田町,,,長田町
長田１丁目,,,長田町
長田２丁目,1,,
,〜,,長田町
,25,,
,26,1〜 4,戸板
,,5〜28,長田町
,,29,戸板
,27,,長田町
,28,1〜36,戸板
,,37〜72,長田町
長田本町,,,長田町
長土塀1丁目,1,,長土塀ナガドヘイ
,2,1〜23,長土塀ナガドヘイ
,,24〜36,芳斉ホウサイ
,,37、38,長土塀ナガドヘイ
,3,,
,〜,,長土塀ナガドヘイ
,6,,
,7,,芳斉ホウサイ
,8,,
,〜,,長土塀ナガドヘイ
,10,,
,11,1〜3,芳斉ホウサイ
,,4〜7,長土塀ナガドヘイ
,,8〜12,芳斉ホウサイ
,12,,
,〜,,長土塀ナガドヘイ
,18,,
長土塀2丁目,,,長土塀ナガドヘイ
長土塀3丁目,,,長土塀ナガドヘイ
長町１丁目,1,,
,〜,,長町ナガマチ
,3,,
,4,1〜27,長町ナガマチ
,,28〜53,長土塀ナガドヘイ
,,54〜60,長町ナガマチ
長町１丁目,5,,
,〜,,長土塀ナガドヘイ
,10,,
長町２丁目,1,,
,〜,,長町ナガマチ
,3,,
,4,1〜18,長町ナガマチ
,,19〜34,長土塀ナガドヘイ
,,35〜38,長町ナガマチ
,5,1〜21,長町ナガマチ
,,22〜36,長土塀ナガドヘイ
,,37〜41,長町ナガマチ
,6,,長土塀ナガドヘイ
,7,,長土塀ナガドヘイ
長町３丁目,,,長土塀ナガドヘイ
梨木町,,,三谷
七ツ屋町,,,諸江町
七曲町,,,東浅川
並木ナミキ町マチ,,,材木町
鳴瀬元町,,,三谷
鳴和町,,,森山町
鳴和１丁目,1,,
,〜,,森山町
,17,,
,18,1〜29,森山町
,,30〜,小坂
,19,,小坂
,20,1〜 3,小坂
,,4〜20,森山町
,,21〜41,小坂
鳴和２丁目,1,,森山町
,2,1〜 6,森山町
,,7〜25,小坂
,,26〜,森山町
,3,,
,〜,,森山町
,5,,
,6,1,森山町
,,2〜16,小坂
,,17〜,森山町
,7,1〜 3,森山町
,,4〜14,小坂
,,15〜,森山町
,8,1〜 4,森山町
,,5〜13,小坂
,,14〜,森山町
,9,,森山町
,10,1〜14,森山町
,,15〜50,小坂
,,51〜80,森山町
鳴和台,,,森山町
西町薮ﾉ内通,,,松ケ枝マツガエ
西町３番丁,,,松ケ枝マツガエ
西町４番丁,,,松ケ枝マツガエ
西泉１丁目,,,三馬
西泉２丁目,,,三馬
西泉３丁目,,,米泉
西泉４丁目,,,米泉
西泉５丁目,,,米泉
西泉６丁目,,,米泉
西市瀬町,,,湯涌
西大桑町,,,十一屋
西金沢1丁目,,,押野
西金沢2丁目,,,西南部
西金沢3丁目,,,西南部
西金沢4丁目,,,西南部
西金沢5丁目,,,西南部
西金沢新町,,,西南部
錦町,,,小立野
西堀川町,,,此花コノハナ
二宮町,,,戸板
額乙丸町,,,額
額新町1丁目,,,扇台
額新町2丁目,,,扇台
額新保町,,,額
額新保1丁目,,,扇台
額新保2丁目,,,額
額新保3丁目,,,額
額谷町,,,額
額谷１丁目,,,額
額谷２丁目,,,額
額谷３丁目,,,額
野町１丁目,,,野町
野町２丁目,1,,
,〜,,野町
,27,,
,28,,中村町
,29,,
,〜,,野町
,32,,
,33,1,中村町
,,2〜33,野町
,,34〜41,中村町
野町３丁目,,,野町
野町４丁目,1,,
,〜,,野町
,5,,
,6,1〜14,野町
,,15〜20,弥生
,,21〜53,野町
,7,,
,〜,,野町
,11,,
野町５丁目,,,野町
納年町,,,牧山マキヤマ
野田町,,中平ﾑ,十一屋
,,中平ﾑを除く,長坂台
橋場町,1,,味噌蔵町
,2,,味噌蔵町
,3,1〜10,味噌蔵町
,,11〜,材木町
,4,,材木町
,5,,材木町
,6,1〜10,味噌蔵町
,,11〜24,材木町
,,25,味噌蔵町
,7,,
,〜,,材木町
,13,,
畠尾町,,,湯涌
八幡町,,,馬場
八田町,,,森本
花里町,,,南小立野
花園八幡町,,,花園
羽場町,,,湯涌
博労町,,,松ケ枝マツガエ
日尾町,,,駒帰コマガエリ
光が丘1丁目,,,扇台
光が丘2丁目,,,額
光が丘3丁目,,,額
東町,,,湯涌
東荒屋町,,,東浅川
東市瀬町,,,湯涌
東蚊爪町,,,大浦
東蚊爪町1丁目,,,大浦
東蚊爪町2丁目,,,大浦
東兼六町,,,味噌蔵町
東長江町,,,夕日寺
東原町,,,竹又タケマタ
東御影町,,,材木町
東山１丁目,1,,材木町
,2,1〜11,馬場
,,12〜16,材木町
,3,,馬場
,4,,馬場
,5,1、 2,材木町
,,3〜10,馬場
,,11〜,材木町
,6,1、2,材木町
,,3〜 7,馬場
,,8〜11,材木町
,7,,
,〜,,馬場
,14,,
,15,1,材木町
,,2〜10,馬場
,,11〜,材木町
,16,1,材木町
,,2〜 8,馬場
,,9〜,材木町
,17,,
,〜,,材木町
,22,,
,23,1、 2,材木町
,,3〜11,馬場
,,12〜20,材木町
,24,,
,〜,,馬場
,30,,
,31,1〜13,材木町
,,14〜,馬場
,32,,馬場
,33,,
,〜,,材木町
,38,,
東山２丁目,1,,
,〜,,馬場
,10,,
,11,1〜28,馬場
,,29〜,森山町
,12,,森山町
,13,,森山町
,14,1〜16,森山町
,,17〜44,馬場
,,45〜,森山町
,15,,
,〜,,森山町
,20,,
,21,,
,〜,,馬場
,24,,
,25,1〜40,森山町
,,41〜58,馬場
,,59〜73,森山町
,27,,馬場
,28,,馬場
東山３丁目,,別記以外,馬場
,6,12,森山町
疋田町,,,千坂
疋田1丁目,,,千坂
疋田2丁目,,,千坂
疋田3丁目,,,千坂
彦三町1丁目,1,,松ケ枝マツガエ
,2,1,松ケ枝マツガエ
,,2〜17,瓢箪ヒョウタン
,,18〜29,松ケ枝マツガエ
,3,,瓢箪ヒョウタン
,4,1、 2,松ケ枝マツガエ
,,3〜31,瓢箪ヒョウタン
,,32〜39,松ケ枝マツガエ
,5,,
,〜,,瓢箪ヒョウタン
,17,,
彦三町2丁目,1,,瓢箪ヒョウタン
,2,1〜 3,松ケ枝マツガエ
,,4〜16,瓢箪ヒョウタン
,,17〜19,松ケ枝マツガエ
,3,,
,〜,,瓢箪ヒョウタン
,13,,
久安１丁目,,,伏見台
久安２丁目,,,伏見台
久安３丁目,,,三馬
久安４丁目,,,三馬
久安５丁目,,,三馬
久安６丁目,,,三馬
菱池小原町,,,湯涌
瓢箪町,,,瓢箪ヒョウタン
日吉町,,,長田町
平栗町,,,平栗ヒラグリ
広岡町,,,長田町
広岡１丁目,1,,長田町
,2,,長田町
,3,,
,〜,,諸江町
,5,,
,9,,
,〜,,長田町
,17,,
広岡２丁目,,,長田町
広岡３丁目,1,,長田町
,2,,長田町
,3,1〜42,長田町
,,43〜55,諸江町
,,56〜89,長田町
広坂１丁目,,,新竪町
広坂２丁目,,,新竪町
深谷町,,,不動寺
福畠町,,,不動寺
福久町,,別記以外,千坂
,,ﾛ21､ﾛ85,┓
,,ﾛ86,┃
,,ﾛ100〜,┣森本
,,225,┃
,,ﾊ11〜33,┃
,,ﾊ58〜64,┛
福久フクヒサ１丁目チョウメ,,,千坂
福久フクヒサ２丁目チョウメ,,,千坂
福久東1丁目,,,千坂
福増町,,別記以外,安原
,,南638〜794,三和
袋フクロ町マチ,,,松ケ枝マツガエ
袋板屋町,,,東浅川
袋畠町,,,緑
伏見新町,,,長坂台
伏見台1丁目,,,富樫
伏見台2丁目,,,富樫
伏見台3丁目,,,伏見台
普正寺町,,別記以外,木曳野
,,4の26､  ┓,
,,4の83､  ┃,
,,4の125  ┃,
,,〜128  ┣,金石町
,,4の137  ┃,
,,4の140  ┃,
,,9の1〜31┛,
藤江北1丁目,,,大徳
藤江北2丁目,,,大徳
藤江北3丁目,,,大徳
藤江北4丁目,,,大徳
藤江南1丁目,,,大徳
藤江南2丁目,,,大徳
藤江南3丁目,,,大徳
藤江町,,,大徳
二口町,,,戸板
二ツ寺町,,別記以外,緑
,,ロ<犀川右岸>,大徳
二ツ屋町,,,戸板
二俣町,,,医王山
二又新町,,,駒帰コマガエリ
二日市町,,,花園
不動寺町,,,不動寺
不室町,,,牧山マキヤマ
古屋谷町,,,三谷ミタニ
平和町1丁目,,,長坂台
平和町2丁目,,,十一屋
平和町3丁目,,,長坂台
別所町,,,内川
法光寺町,,,千坂
芳斉１丁目,1,,
,〜,,芳斉ホウサイ
,3,,
,4,1〜17,芳斉ホウサイ
,,18〜35,長土塀ナガドヘイ
,,36〜54,芳斉ホウサイ
,5,,
,〜,,芳斉ホウサイ
,15,,
,16,1〜25,長土塀ナガドヘイ
,,26〜29,芳斉ホウサイ
,,30〜36,長土塀ナガドヘイ
芳斉２丁目,,,芳斉ホウサイ
法島町,,,十一屋
北陽台2丁目,,,不動寺
北陽台3丁目,,,不動寺
保古町,,,米丸
保古１丁目,,,米丸
保古２丁目,,,米丸
保古３丁目,,,米丸
堀川町,1,,
,〜,,此花コノハナ
,10,,
,11,1〜8,此花コノハナ
,,9〜15,瓢箪ヒョウタン
,,16〜18,此花コノハナ
,12,1〜5,瓢箪ヒョウタン
,,6〜13,此花コノハナ
,,14、15,瓢箪ヒョウタン
,13,,此花コノハナ
,14,,此花コノハナ
,15,1〜12,此花コノハナ
,,13、14,瓢箪ヒョウタン
,,15〜17,此花コノハナ
,16,,
,〜,,此花コノハナ
,30,,
堀川ホリカワ新町シンマチ,,,此花コノハナ
堀切町,,,土子原ツチコハラ
本町１丁目,1,1〜 4,松ケ枝マツガエ
,,5〜38,芳斉ホウサイ
,,39〜44,松ケ枝マツガエ
,2,1〜 4,此花コノハナ
,,5〜46,芳斉ホウサイ
,,47〜61,此花コノハナ
,3,1〜 3,此花コノハナ
,,4〜24,芳斉ホウサイ
,,25〜52,此花コノハナ
,4,,
,〜,,此花コノハナ
,11,,
本町２丁目,1,,
,〜,,芳斉ホウサイ
,14,,
,15,,
,〜,,此花コノハナ
,17,,
,18,1〜15,芳斉ホウサイ
,,16〜30,此花コノハナ
,,31、32,芳斉ホウサイ
,19,,此花コノハナ
,20,,此花コノハナ
本多町1丁目,1,,
,〜,,菊川町
,11,,
,12,1〜19,菊川町
,12,20〜30,小立野
,13,1〜 7,小立野
,,8〜19,菊川町
,,20〜26,小立野
,14,,菊川町
,15,1〜14,菊川町
,,15〜29,小立野
,,30〜45,菊川町
,16,,
,〜,,菊川町
,18,,
本多町2丁目,1,,
,〜,,新竪町
,8,,
,9,1,小立野
,,2〜12,菊川町
,,13〜64,新竪町
,,65〜73,菊川町
,,74,小立野
,10,,菊川町
,11,1〜17,新竪町
,,18〜29,菊川町
,,30、31,新竪町
,12,,新竪町
,13,,新竪町
,14,1〜 5,新竪町
,,6〜12,菊川町
,,13〜15,新竪町
,15,1〜 5,新竪町
,,6〜12,菊川町
,,13〜16,新竪町
,16,1〜12,新竪町
,,13、14,菊川町
,,15〜26,新竪町
,17,,
,〜,,新竪町
,19,,
本多町3丁目,,,新竪町
馬替１丁目,,,扇台
馬替２丁目,,,扇台
馬替３丁目,,,扇台
牧町,,,夕日寺
牧山町,,,牧山マキヤマ
間明町,,,米丸
間明町1丁目,,,米丸
間明町2丁目,,,米丸
曲子原町,,,土子原ツチコハラ
増泉１丁目,,,中村町
増泉２丁目,,,中村町
増泉３丁目,,,中村町
増泉４丁目,,,中村町
増泉５丁目,,,中村町
松島町,,,緑
松島１丁目,,,緑
松島２丁目,,,緑
松島３丁目,,,緑
松寺町,,,諸江町
松根町,,,土子原ツチコハラ
松村町,,,大徳
松村１丁目,,,大徳
松村２丁目,,,大徳
松村３丁目,,,大徳
松村４丁目,,,大徳
松村５丁目,,,大徳
松村６丁目,,,大徳
松村７丁目,,,大徳
大豆田本町,,犀川右岸,戸板
,,ロ、ハ,新神田
丸の内,1,,
,〜,,味噌蔵町
,3,,
,4,,松ケ枝マツガエ
,5,,松ケ枝マツガエ
,6,,
,〜,,味噌蔵町
,8,,
三池町,,,小坂
三池ミイケ新町シンマチ,,,小坂
三浦町,,,諸江町
御影町,,,中村町
水溜町,,,新竪町
水淵町,,,犀川
水元町,,,竹又タケマタ
三口町,,,浅野川
三口新町1丁目,,,南小立野
三口新町2丁目,,,南小立野
三口新町3丁目,,,南小立野
三口新町4丁目,,,南小立野
三口新町,,,南小立野
三小牛町,,,内川
三ツ屋町,,,浅野川
みどり1丁目,,,安原
みどり2丁目,,,安原
みどり3丁目,,,安原
緑が丘,,,泉野
湊１丁目,,,大浦
湊２丁目,,1〜88,浅野川
,,別記以外,大浦
湊３丁目,,,鞍月
湊４丁目,,1〜 9,木曳野
,,10〜34,鞍月
,,40〜80,鞍月
南御所町,,15〜51,森山町
,,120〜135,森山町
,,別記以外,小坂
南四十万1丁目,,,四十万
南四十万2丁目,,,四十万
南四十万3丁目,,,四十万
南新保町,,,鞍月
南千谷町,,,上平ウワダイラ
南町,,,松ケ枝マツガエ
南塚町,,,緑
南広岡町,,,長田町
南森本町,,,森本
南安江町,,,此花コノハナ
宮野町,,,三谷
宮保町,,,千坂
弥勒町,,,森本
三馬１丁目,,,伏見台
三馬２丁目,,,伏見台
三馬３丁目,,,伏見台
みずき1丁目,,,大浦
みずき2丁目,,,大浦
みずき3丁目,,,大浦
みずき4丁目,,,大浦
向中町,,,長田町
武蔵町,17,3〜21,芳斉ホウサイ
,,別記ベッキ以外イガイ,松ケ枝マツガエ
無量寺町,,,木曳野
無量寺1丁目,,,木曳野
無量寺2丁目,,,木曳野
無量寺3丁目,,,木曳野
娚杉町,,,駒帰コマガエリ
元町１丁目,,,森山町
元町２丁目,1,,
,〜,,森山町
,14,,
,15,,
,〜,,浅野町
,19,,
,20,,森山町
本江町,,,新神田
元菊町,1,,
,〜,,長土塀ナガドヘイ
,5,,
,6,1〜 5,長田町
,,6〜15,長土塀ナガドヘイ
,,16〜,長田町
,7,,
,〜,,長田町
,9,,
,10,1〜 5,長田町
,,6〜14,長土塀ナガドヘイ
,,15〜24,長田町
,11,1〜 4,長土塀ナガドヘイ
,,5〜20,長田町
,,21、22,長土塀ナガドヘイ
,12,,
,〜,,長田町
,25,,
百坂町,,,千坂
森戸１丁目,,,三和
森戸２丁目,,,三和
もりの里サト１丁目チョウメ,,,田上
もりの里サト２丁目チョウメ,,85〜90,材木町
,,225〜228,
,,別記ベッキ以外イガイ,田上
もりの里サト３丁目チョウメ,,,材木町
森山１丁目,1,1,馬場
,,2〜18,森山町
,,19〜23,馬場
,2,,
,〜,,森山町
,30,,
森山２丁目,,,森山町
諸江町,,,諸江町
館町,,,南小立野
矢木１丁目,,,三和
矢木２丁目,,,三和
矢木３丁目,,,三和
薬師町,,,不動寺
薬師堂町,,,戸板
安江町,1,1〜10,松ケ枝マツガエ
,,11〜31,瓢箪ヒョウタン
,,32〜41,松ケ枝マツガエ
,2,,
,〜,,瓢箪ヒョウタン
,10,,
,11,1,瓢箪ヒョウタン
,,2〜34,松ケ枝マツガエ
,,35〜41,瓢箪ヒョウタン
,12,1、 2,瓢箪ヒョウタン
,,3〜33,松ケ枝マツガエ
,,34〜38,瓢箪ヒョウタン
,13,1、 2,瓢箪ヒョウタン
,,3〜28,松ケ枝マツガエ
,,29〜32,瓢箪ヒョウタン
,14,1〜 5,松ケ枝マツガエ
,,6〜19,此花コノハナ
,,20〜23,松ケ枝マツガエ
,15,1、 2,瓢箪ヒョウタン
,,3〜 6,松ケ枝マツガエ
,,7〜58,瓢箪ヒョウタン
,16,,瓢箪ヒョウタン
,17,,瓢箪ヒョウタン
,18,1〜16,此花コノハナ
,,17〜31,瓢箪ヒョウタン
,,32〜35,此花コノハナ
,19,1〜5,此花コノハナ
,,6〜11,瓢箪ヒョウタン
,,12〜14,此花コノハナ
柳町,,,芳斉ホウサイ
柳橋町,,,千坂
山川町,,,内川
山科町,,,富樫
山科１丁目,,,富樫
山科２丁目,,,富樫
山科３丁目,,,富樫
山の上町,,,森山町
山ﾉ上町5丁目,,,森山町
弥生１丁目,1,1〜11,野町
,,12〜18,弥生
,,19,野町
,2,,
,〜,,弥生
,13,,
,14,1〜16,野町
,,17〜32,弥生
,,33〜40,野町
,15,,弥生
,16,1〜17,野町
,,18、19,弥生
,,20,野町
,,21,弥生
,,22〜25,野町
,17,1〜 7,野町
,,8〜20,弥生
,,21〜32,野町
,18,1〜 3,野町
,,4〜16,弥生
,,17〜19,野町
,19,,
,〜,,弥生
,33,,
弥生２丁目,1,,
,〜,,弥生
,8,,
,9,1〜25,弥生
,,26〜32,三馬
,,33〜54,弥生
,10,,
,〜,,弥生
,24,,
弥生３丁目,1,,
,〜,,弥生
,6,,
,7,1〜42,弥生
,,43〜52,三馬
,,53〜78,弥生
,8,,弥生
夕日寺町,,,夕日寺
柚木町,,,牧山マキヤマ
弓取町,,,浅野川
湯谷原町,,,俵
湯涌町,,,湯涌
湯涌荒屋町,,,湯涌
湯涌河内町,,,湯涌
湯涌田子島町,,,湯涌
湯涌曲町,,,湯涌
八日市1丁目,,,押野
八日市2丁目,,,押野
八日市3丁目,,,押野
八日市4丁目,,,押野
八日市5丁目,,,押野
八日市出町,,,西南部
横川１丁目,,,伏見台
横川２丁目,,,伏見台
横川３丁目,,,三馬
横川４丁目,,,三馬
横川５丁目,,,三馬
横川６丁目,,,三馬
横川７丁目,,,米泉
横谷町,,,湯涌
横枕町,,,千坂
横山町,1,,材木町
,2,1〜19,材木町
,,20〜27,味噌蔵町
,,28〜30,材木町
,3,1、 2,味噌蔵町
,,3〜15,材木町
,,16〜22,味噌蔵町
,4,,
,〜,,材木町
,11,,
,12,1〜11,味噌蔵町
,,12〜,材木町
,13,,
,〜,,材木町
,25,,
吉原町,,,森本
米泉町1丁目,,,米泉
米泉町2丁目,,,米泉
米泉町3丁目,,,米泉
米泉町4丁目,,,米泉
米泉町5丁目,,,米泉
米泉町6丁目,,,米泉
米泉町7丁目,,,米泉
米泉町8丁目,,,米泉
米泉町9丁目,,,米泉
米泉町10丁目,,,米丸
米丸町,,,米丸
蓮花町,,,内川
蓮如町,,,東浅川
六ロク枚マイ町,,,芳斉ホウサイ
若草町,1,,
,〜,,泉野
,3,,
,4,,
,〜,,十一屋
,28,,
稚日野町,,,緑
若松町,,,田上
若松町1丁目,,,田上
若松町2丁目,,,田上
若松町3丁目,,,田上
若宮町,,,戸板
若宮１丁目,,,戸板
若宮２丁目,,,戸板
涌波町,,,南小立野
涌波１丁目,,,南小立野
涌波２丁目,,,南小立野
涌波３丁目,,,南小立野
涌波４丁目,,,南小立野
割出町,,,諸江町